timestamp,sample,cement,strength,fineness,material_1,material_2,material_3,material_4,material_5,material_6,material_7,material_8,material_9,material_10,material_11,material_12,material_13,material_14,material_15
2023-08-28,230828i42,CEM I 42,48.33,22.58,13.88,3.02,0.70,4.64,24.93,0.41,0.81,2.46,12.01,14.63,2.90,14.60,1.89,1.15,0.83
2023-08-30,230830i52,CEM I 52,57.17,14.20,14.06,3.05,0.71,4.44,25.44,0.35,0.79,2.04,12.12,14.59,2.49,14.93,1.93,1.14,0.85
2023-08-30,230830iias42,CEM II AS 42,49.26,23.05,12.01,5.35,0.98,4.21,22.09,6.27,0.69,2.27,10.93,14.35,2.42,12.73,2.40,1.19,1.07
2023-08-30,230830iias52,CEM II AS 52,55.60,15.21,12.45,4.61,0.88,4.44,22.79,4.47,0.74,2.55,11.10,14.50,2.80,13.18,2.22,1.19,0.99
2023-08-30,230830i42,CEM I 42,49.00,21.89,13.80,3.01,0.69,4.64,24.93,0.41,0.81,2.47,11.90,14.78,2.88,14.66,1.89,1.15,0.83
2023-08-30,230830iibll32,CEM II BLL 32,38.86,18.49,13.89,3.90,0.78,4.33,18.54,0.51,9.13,3.31,16.95,10.74,2.83,10.38,1.31,1.08,1.23
2023-09-01,230901iias52,CEM II AS 52,56.53,15.00,12.40,4.62,0.89,4.46,22.72,4.47,0.74,2.57,11.14,14.54,2.78,13.16,2.22,1.19,0.99
2023-09-01,230901i42,CEM I 42,48.22,22.14,13.78,3.01,0.69,4.65,25.00,0.41,0.81,2.48,11.89,14.74,2.88,14.70,1.90,1.15,0.83
2023-09-01,230901iias42,CEM II AS 42,48.69,22.66,11.99,5.36,0.99,4.22,22.12,6.25,0.69,2.27,10.92,14.34,2.43,12.75,2.40,1.19,1.07
2023-09-01,230901i52,CEM I 52,56.92,14.00,14.03,3.05,0.71,4.45,25.38,0.35,0.79,2.04,12.11,14.52,2.49,15.00,1.92,1.14,0.85
2023-09-01,230901iibll32,CEM II BLL 32,38.17,19.25,13.85,3.91,0.78,4.35,18.60,0.51,9.13,3.29,16.98,10.72,2.81,10.40,1.31,1.08,1.23
2023-09-04,230904iibll32,CEM II BLL 32,38.40,19.72,13.91,3.90,0.78,4.34,18.59,0.51,9.15,3.29,16.95,10.72,2.82,10.37,1.32,1.08,1.23
2023-09-04,230904i42,CEM I 42,48.56,21.68,13.81,3.02,0.69,4.64,24.97,0.41,0.81,2.46,11.92,14.70,2.89,14.60,1.89,1.15,0.83
2023-09-04,230904iias42,CEM II AS 42,49.19,22.89,12.05,5.38,0.99,4.22,22.02,6.25,0.69,2.26,10.93,14.28,2.42,12.71,2.40,1.19,1.07
2023-09-04,230904iias52,CEM II AS 52,56.71,14.79,12.49,4.62,0.88,4.47,22.80,4.46,0.74,2.55,11.12,14.50,2.79,13.19,2.22,1.19,0.99
2023-09-04,230904i52,CEM I 52,57.45,14.02,0.85,12.10,2.03,2.48,0.35,1.14,0.71,14.53,3.04,25.43,4.44,0.79,1.92,14.09,14.93
2023-09-06,230906iias52,CEM II AS 52,56.07,15.15,12.38,4.67,0.89,4.51,22.94,4.50,0.75,2.60,11.08,14.82,2.83,13.51,2.25,1.20,1.00
2023-09-06,230906i42,CEM I 42,47.67,21.91,13.75,3.04,0.69,4.71,25.30,0.42,0.82,2.51,11.87,15.02,2.93,15.03,1.91,1.17,0.84
2023-09-06,230906iibll32,CEM II BLL 32,38.55,18.78,13.89,3.93,0.80,4.41,18.73,0.51,9.20,3.35,17.01,10.94,2.87,10.65,1.33,1.09,1.25
2023-09-06,230906i52,CEM I 52,56.47,13.88,14.06,3.07,0.71,4.53,25.64,0.35,0.80,2.09,12.11,14.89,2.51,15.32,1.94,1.15,0.85
2023-09-06,230906iias42,CEM II AS 42,48.03,23.06,11.98,5.43,0.99,4.29,22.33,6.34,0.71,2.31,10.90,14.59,2.46,13.03,2.42,1.21,1.08
2023-09-08,230908iias52,CEM II AS 52,55.23,14.94,12.24,4.65,0.88,4.53,23.07,4.54,0.76,2.62,10.98,14.94,2.82,13.64,2.24,1.20,1.00
2023-09-08,230908i42,CEM I 42,48.03,21.72,13.59,3.06,0.68,4.74,25.29,0.41,0.83,2.52,11.74,15.13,2.92,15.17,1.91,1.16,0.84
2023-09-08,230908iibll32,CEM II BLL 32,37.66,19.33,13.85,3.94,0.80,4.43,18.70,0.51,9.21,3.36,16.89,10.99,2.87,10.73,1.33,1.08,1.24
2023-09-08,230908iias42,CEM II AS 42,47.47,23.14,11.78,5.41,0.99,4.29,22.27,6.35,0.71,2.33,10.81,14.69,2.45,13.17,2.43,1.21,1.08
2023-09-08,230908i52,CEM I 52,56.05,14.00,13.86,3.07,0.70,4.54,25.64,0.35,0.80,2.10,11.99,14.98,2.51,15.48,1.94,1.15,0.85
2023-09-11,230911iibll32,CEM II BLL 32,38.75,18.55,13.80,3.94,0.80,4.43,18.68,0.51,9.23,3.36,16.86,11.01,2.86,10.70,1.33,1.09,1.25
2023-09-11,230911iias52,CEM II AS 52,55.47,14.60,12.27,4.66,0.88,4.55,22.93,4.54,0.76,2.62,10.98,14.93,2.80,13.62,2.23,1.20,0.99
2023-09-11,230911iias42,CEM II AS 42,47.68,22.83,11.82,5.41,0.99,4.28,22.28,6.33,0.71,2.32,10.80,14.70,2.45,13.15,2.44,1.21,1.08
2023-09-11,230911i52,CEM I 52,56.22,13.92,13.86,3.08,0.70,4.54,25.64,0.35,0.80,2.10,11.96,14.98,2.50,15.44,1.94,1.16,0.85
2023-09-11,230911i42,CEM I 42,47.51,21.98,13.61,3.05,0.69,4.73,25.12,0.42,0.83,2.53,11.77,15.15,2.92,15.21,1.91,1.17,0.84
2023-09-13,230913iibll32,CEM II BLL 32,38.24,19.07,13.91,3.93,0.80,4.41,18.78,0.51,9.23,3.35,16.92,10.95,2.87,10.64,1.33,1.09,1.24
2023-09-13,230913iias42,CEM II AS 42,48.87,22.68,11.97,5.42,0.99,4.29,22.30,6.33,0.71,2.32,10.88,14.64,2.46,13.05,2.43,1.21,1.08
2023-09-13,230913i52,CEM I 52,56.82,13.94,13.95,3.08,0.70,4.50,25.59,0.35,0.80,2.09,12.06,14.90,2.51,15.33,1.95,1.15,0.85
2023-09-13,230913iias52,CEM II AS 52,55.20,15.06,12.37,4.66,0.88,4.53,22.91,4.52,0.75,2.61,11.07,14.86,2.83,13.54,2.24,1.20,1.00
2023-09-13,230913i42,CEM I 42,46.89,22.56,13.71,3.04,0.69,4.73,25.26,0.42,0.83,2.52,11.87,15.11,2.92,15.11,1.91,1.17,0.84
2023-09-15,230915iias42,CEM II AS 42,47.63,22.65,11.92,5.41,0.99,4.28,22.30,6.34,0.71,2.31,10.89,14.60,2.45,13.04,2.42,1.21,1.08
2023-09-15,230915i42,CEM I 42,48.39,21.82,13.77,3.05,0.69,4.72,25.20,0.41,0.82,2.53,11.83,15.06,2.93,15.05,1.91,1.16,0.84
2023-09-15,230915iias52,CEM II AS 52,54.82,15.31,12.38,4.68,0.89,4.52,22.98,4.52,0.76,2.60,11.09,14.83,2.82,13.48,2.25,1.20,0.99
2023-09-15,230915iibll32,CEM II BLL 32,38.63,19.54,13.90,3.95,0.80,4.40,18.74,0.51,9.18,3.35,17.00,10.97,2.87,10.64,1.33,1.09,1.24
2023-09-15,230915i52,CEM I 52,57.18,13.76,14.04,3.07,0.70,4.51,25.73,0.35,0.80,2.09,12.06,14.88,2.51,15.33,1.94,1.15,0.85
2023-09-18,230918iias42,CEM II AS 42,47.90,23.15,12.10,5.43,1.00,4.25,22.27,6.33,0.70,2.30,11.06,14.49,2.44,12.89,2.43,1.20,1.09
2023-09-18,230918i52,CEM I 52,58.37,13.75,14.20,3.07,0.71,4.50,25.71,0.35,0.80,2.07,12.26,14.70,2.50,15.10,1.94,1.15,0.85
2023-09-18,230918i42,CEM I 42,48.82,22.09,13.92,3.04,0.70,4.70,25.30,0.41,0.82,2.50,12.03,14.92,2.93,14.86,1.91,1.16,0.84
2023-09-18,230918iibll32,CEM II BLL 32,40.12,18.54,14.03,3.93,0.81,4.40,18.66,0.51,9.20,3.34,17.11,10.82,2.87,10.52,1.33,1.09,1.25
2023-09-18,230918iias52,CEM II AS 52,56.84,14.51,12.52,4.66,0.90,4.49,22.98,4.51,0.75,2.58,11.20,14.70,2.82,13.34,2.25,1.20,1.00
2023-09-20,230920iibll32,CEM II BLL 32,38.21,19.44,14.15,3.95,0.83,4.36,18.76,0.51,9.21,3.33,17.20,10.73,2.87,10.37,1.33,1.09,1.24
2023-09-20,230920iias42,CEM II AS 42,49.14,22.81,12.31,5.45,1.00,4.23,22.36,6.32,0.70,2.26,11.16,14.33,2.45,12.70,2.43,1.20,1.08
2023-09-20,230920i52,CEM I 52,58.12,13.93,14.44,3.08,0.72,4.47,25.65,0.35,0.79,2.05,12.46,14.56,2.50,14.88,1.95,1.15,0.85
2023-09-20,230920i42,CEM I 42,49.81,21.74,14.15,3.04,0.71,4.65,25.31,0.41,0.81,2.48,12.26,14.72,2.90,14.63,1.91,1.16,0.84
2023-09-20,230920iias52,CEM II AS 52,56.28,15.39,12.75,4.67,0.90,4.46,23.08,4.49,0.75,2.56,11.38,14.52,2.81,13.12,2.25,1.20,1.00
2023-09-22,230922iibll32,CEM II BLL 32,39.43,19.11,14.27,3.93,0.83,4.35,18.74,0.51,9.21,3.32,17.30,10.64,2.89,10.28,1.33,1.08,1.25
2023-09-22,230922i52,CEM I 52,58.85,14.17,14.52,3.07,0.73,4.44,25.70,0.35,0.79,2.04,12.56,14.45,2.50,14.80,1.94,1.15,0.85
2023-09-22,230922i42,CEM I 42,50.83,21.41,14.18,3.04,0.71,4.65,25.32,0.41,0.81,2.47,12.31,14.62,2.92,14.52,1.90,1.16,0.84
2023-09-22,230922iias42,CEM II AS 42,49.86,23.07,12.42,5.43,1.00,4.21,22.33,6.34,0.70,2.27,11.26,14.29,2.44,12.66,2.42,1.21,1.08
2023-09-22,230922iias52,CEM II AS 52,56.83,15.56,12.86,4.67,0.90,4.46,23.00,4.51,0.74,2.55,11.52,14.46,2.81,13.07,2.24,1.20,1.00
2023-09-25,230925i42,CEM I 42,50.33,21.91,14.32,3.05,0.71,4.65,25.27,0.42,0.81,2.47,12.33,14.58,2.93,14.51,1.90,1.16,0.85
2023-09-25,230925iias52,CEM II AS 52,56.41,15.30,12.90,4.67,0.90,4.46,22.96,4.52,0.75,2.55,11.48,14.41,2.81,13.05,2.24,1.19,1.00
2023-09-25,230925i52,CEM I 52,58.51,13.94,14.57,3.08,0.72,4.45,25.71,0.35,0.79,2.03,12.57,14.44,2.50,14.77,1.94,1.14,0.86
2023-09-25,230925iias42,CEM II AS 42,49.20,23.08,12.41,5.43,1.01,4.21,22.34,6.33,0.70,2.25,11.30,14.26,2.44,12.52,2.42,1.20,1.09
2023-09-25,230925iibll32,CEM II BLL 32,40.43,18.31,14.30,3.93,0.83,4.35,18.78,0.51,9.21,3.31,17.29,10.66,2.88,10.27,1.33,1.08,1.25
2023-09-27,230927iias52,CEM II AS 52,57.05,15.34,12.90,4.65,0.90,4.45,23.02,4.51,0.75,2.55,11.49,14.34,2.82,12.98,2.25,1.20,1.00
2023-09-27,230927iibll32,CEM II BLL 32,40.33,18.99,14.30,3.94,0.83,4.35,18.78,0.51,9.17,3.30,17.33,10.64,2.87,10.25,1.33,1.08,1.25
2023-09-27,230927iias42,CEM II AS 42,49.48,23.34,12.45,5.44,1.00,4.20,22.33,6.34,0.70,2.25,11.34,14.18,2.45,12.55,2.43,1.20,1.09
2023-09-27,230927i42,CEM I 42,49.38,22.57,14.27,3.05,0.72,4.65,25.25,0.41,0.81,2.45,12.39,14.54,2.92,14.46,1.91,1.16,0.84
2023-09-27,230927i52,CEM I 52,59.60,13.80,14.58,3.08,0.73,4.44,25.67,0.35,0.79,2.03,12.64,14.43,2.50,14.75,1.94,1.15,0.86
2023-09-29,230929i52,CEM I 52,59.61,13.79,14.71,3.09,0.73,4.42,25.77,0.35,0.79,2.00,12.73,14.32,2.51,14.58,1.94,1.15,0.86
2023-09-29,230929iibll32,CEM II BLL 32,41.11,18.71,14.40,3.94,0.82,4.33,18.78,0.51,9.24,3.30,17.44,10.52,2.86,10.18,1.33,1.09,1.25
2023-09-29,230929iias42,CEM II AS 42,50.32,22.95,12.53,5.44,1.01,4.19,22.31,6.32,0.69,2.25,11.40,14.13,2.45,12.42,2.42,1.20,1.09
2023-09-29,230929i42,CEM I 42,51.60,21.56,14.44,3.06,0.72,4.62,25.37,0.41,0.81,2.44,12.45,14.46,2.91,14.36,1.90,1.16,0.84
2023-09-29,230929iias52,CEM II AS 52,57.56,15.38,12.98,4.67,0.92,4.43,22.96,4.52,0.74,2.53,11.58,14.36,2.81,12.92,2.25,1.19,1.00
2023-10-02,231002iibll32,CEM II BLL 32,40.56,19.01,14.35,3.93,0.82,4.34,18.72,0.51,9.18,3.31,17.36,10.60,2.87,10.24,1.33,1.08,1.25
2023-10-02,231002iias42,CEM II AS 42,49.22,23.01,12.45,5.45,1.01,4.20,22.36,6.33,0.70,2.25,11.36,14.20,2.44,12.53,2.43,1.20,1.08
2023-10-02,231002iias52,CEM II AS 52,58.60,14.73,12.93,4.67,0.91,4.46,22.91,4.51,0.74,2.54,11.52,14.38,2.81,12.95,2.24,1.19,1.00
2023-10-02,231002i52,CEM I 52,59.16,14.25,14.60,3.08,0.73,4.44,25.74,0.35,0.79,2.02,12.60,14.38,2.50,14.65,1.95,1.15,0.86
2023-10-02,231002i42,CEM I 42,50.13,22.26,2.92,3.04,0.81,0.84,14.53,0.41,0.71,1.91,12.40,2.45,25.29,14.33,1.16,14.41,4.64
2023-10-04,231004iias52,CEM II AS 52,58.26,14.66,12.84,4.67,0.91,4.44,22.98,4.50,0.74,2.54,11.46,14.41,2.82,12.99,2.25,1.20,1.00
2023-10-04,231004i52,CEM I 52,59.11,13.69,14.55,3.08,0.73,4.45,25.61,0.35,0.79,2.03,12.58,14.38,2.50,14.73,1.95,1.15,0.86
2023-10-04,231004iias42,CEM II AS 42,49.62,23.35,12.45,5.43,1.01,4.21,22.33,6.31,0.70,2.24,11.31,14.25,2.44,12.56,2.42,1.20,1.08
2023-10-04,231004i42,CEM I 42,49.67,22.11,14.28,3.05,0.71,4.63,25.26,0.41,0.81,2.46,12.35,14.60,2.92,14.46,1.91,1.16,0.84
2023-10-04,231004iibll32,CEM II BLL 32,39.52,19.36,14.30,3.93,0.81,4.35,18.80,0.51,9.21,3.31,17.28,10.64,2.86,10.25,1.33,1.09,1.24
2023-10-06,231006iias52,CEM II AS 52,57.82,14.47,12.81,4.68,0.91,4.45,23.03,4.50,0.74,2.53,11.50,14.43,2.82,13.03,2.25,1.19,1.00
2023-10-06,231006iias42,CEM II AS 42,50.58,22.61,12.42,5.44,1.01,4.22,22.32,6.31,0.70,2.25,11.26,14.27,2.45,12.61,2.43,1.20,1.08
2023-10-06,231006i42,CEM I 42,50.42,22.48,14.28,3.04,0.71,4.65,25.26,0.42,0.81,2.46,12.38,14.58,2.92,14.46,1.90,1.16,0.84
2023-10-06,231006i52,CEM I 52,57.97,14.18,14.62,3.07,0.73,4.43,25.64,0.35,0.79,2.02,12.59,14.42,2.50,14.76,1.95,1.15,0.85
2023-10-06,231006iibll32,CEM II BLL 32,39.30,18.72,14.28,3.94,0.81,4.36,18.76,0.51,9.21,3.30,17.36,10.65,2.86,10.29,1.33,1.08,1.25
2023-10-09,231009i42,CEM I 42,50.50,22.04,14.42,3.05,0.72,4.63,25.18,0.41,0.81,2.44,12.48,14.44,2.92,14.37,1.91,1.16,0.84
2023-10-09,231009iias42,CEM II AS 42,50.44,22.91,12.61,5.44,1.01,4.18,22.34,6.31,0.69,2.23,11.44,14.06,2.44,12.47,2.42,1.20,1.08
2023-10-09,231009iias52,CEM II AS 52,57.80,15.08,13.01,4.66,0.91,4.43,22.96,4.49,0.74,2.52,11.59,14.34,2.81,12.90,2.24,1.19,1.00
2023-10-09,231009iibll32,CEM II BLL 32,40.80,18.86,14.38,3.91,0.80,4.34,18.78,0.51,9.19,3.30,17.42,10.55,2.84,10.14,1.33,1.08,1.25
2023-10-09,231009i52,CEM I 52,59.48,13.56,14.74,3.07,0.73,4.43,25.65,0.35,0.79,2.02,12.75,14.30,2.49,14.54,1.95,1.14,0.86
2023-10-11,231011iias42,CEM II AS 42,49.76,23.14,12.37,5.42,1.00,4.21,22.38,6.29,0.70,2.26,11.27,14.23,2.44,12.65,2.43,1.20,1.08
2023-10-11,231011i42,CEM I 42,50.02,21.91,14.20,3.04,0.71,4.66,25.27,0.42,0.81,2.47,12.28,14.62,2.91,14.56,1.90,1.16,0.84
2023-10-11,231011i52,CEM I 52,58.44,13.67,14.52,3.08,0.72,4.45,25.72,0.35,0.79,2.03,12.52,14.45,2.49,14.84,1.94,1.14,0.85
2023-10-11,231011iias52,CEM II AS 52,57.17,15.24,12.85,4.67,0.91,4.46,22.97,4.51,0.75,2.55,11.42,14.47,2.81,13.04,2.24,1.20,1.00
2023-10-11,231011iibll32,CEM II BLL 32,38.92,19.54,14.25,3.93,0.80,4.35,18.83,0.51,9.22,3.32,17.30,10.67,2.84,10.27,1.33,1.08,1.24
2023-10-13,231013i52,CEM I 52,57.50,14.15,14.17,3.08,0.71,4.48,25.74,0.35,0.79,2.06,12.29,14.63,2.49,15.08,1.94,1.15,0.85
2023-10-13,231013iias52,CEM II AS 52,55.84,14.97,12.56,4.69,0.89,4.49,22.93,4.48,0.75,2.56,11.24,14.67,2.81,13.29,2.24,1.19,1.00
2023-10-13,231013i42,CEM I 42,48.80,22.12,13.95,3.04,0.70,4.68,25.25,0.41,0.82,2.48,12.01,14.83,2.92,14.80,1.91,1.16,0.84
2023-10-13,231013iibll32,CEM II BLL 32,38.61,19.61,14.04,3.92,0.80,4.39,18.66,0.51,9.18,3.34,17.08,10.82,2.86,10.49,1.33,1.09,1.24
2023-10-13,231013iias42,CEM II AS 42,49.03,22.97,12.18,5.46,0.99,4.24,22.20,6.28,0.70,2.27,11.01,14.51,2.46,12.80,2.43,1.20,1.08
2023-10-16,231016i42,CEM I 42,50.08,21.90,14.12,3.05,0.70,4.68,25.26,0.41,0.82,2.48,12.20,14.70,2.91,14.65,1.91,1.16,0.84
2023-10-16,231016iibll32,CEM II BLL 32,39.44,18.85,14.15,3.93,0.81,4.37,18.75,0.51,9.19,3.33,17.24,10.69,2.86,10.37,1.33,1.09,1.25
2023-10-16,231016iias52,CEM II AS 52,57.20,15.01,12.67,4.69,0.90,4.48,22.97,4.47,0.74,2.55,11.35,14.59,2.80,13.17,2.25,1.19,1.00
2023-10-16,231016i52,CEM I 52,57.56,13.82,14.36,3.08,0.72,4.46,25.65,0.35,0.79,2.05,12.46,14.53,2.50,14.92,1.94,1.15,0.85
2023-10-16,231016iias42,CEM II AS 42,49.31,23.36,12.25,5.45,1.00,4.23,22.39,6.29,0.70,2.25,11.13,14.39,2.45,12.68,2.42,1.19,1.08
2023-10-18,231018i42,CEM I 42,49.73,21.78,14.10,3.04,0.70,4.66,25.26,0.41,0.81,2.47,12.20,14.74,2.91,14.66,1.91,1.16,0.84
2023-10-18,231018iias42,CEM II AS 42,49.55,23.11,12.27,5.45,1.00,4.21,22.24,6.29,0.70,2.26,11.18,14.41,2.44,12.72,2.43,1.20,1.08
2023-10-18,231018iibll32,CEM II BLL 32,39.49,18.39,14.12,3.93,0.82,4.37,18.71,0.51,9.17,3.32,17.14,10.72,2.87,10.36,1.33,1.09,1.25
2023-10-18,231018iias52,CEM II AS 52,57.94,14.47,12.70,4.68,0.90,4.48,23.00,4.47,0.75,2.55,11.34,14.58,2.79,13.13,2.23,1.19,1.00
2023-10-18,231018i52,CEM I 52,58.49,13.87,14.37,3.08,0.72,4.46,25.67,0.35,0.79,2.05,12.37,14.51,2.49,14.94,1.94,1.15,0.85
2023-10-20,231020i52,CEM I 52,58.48,14.10,14.51,3.06,0.73,4.45,25.72,0.35,0.79,2.03,12.58,14.37,2.49,14.73,1.94,1.15,0.86
2023-10-20,231020iibll32,CEM II BLL 32,39.64,18.98,14.29,3.93,0.81,4.36,18.75,0.51,9.18,3.31,17.31,10.61,2.85,10.20,1.33,1.08,1.25
2023-10-20,231020iias42,CEM II AS 42,49.49,23.08,12.39,5.44,1.01,4.20,22.27,6.27,0.69,2.24,11.31,14.25,2.45,12.52,2.42,1.20,1.08
2023-10-20,231020i42,CEM I 42,48.93,22.55,14.28,3.05,0.71,4.64,25.22,0.41,0.81,2.46,12.30,14.51,2.92,14.42,1.91,1.16,0.84
2023-10-20,231020iias52,CEM II AS 52,57.97,15.26,12.87,4.68,0.91,4.46,22.98,4.50,0.74,2.54,11.56,14.41,2.79,12.97,2.23,1.19,1.00
2023-10-23,231023i42,CEM I 42,50.35,22.28,14.46,3.05,0.72,4.61,25.34,0.41,0.81,2.44,12.47,14.45,2.91,14.38,1.90,1.16,0.84
2023-10-23,231023iibll32,CEM II BLL 32,39.54,18.95,14.40,3.93,0.81,4.34,18.74,0.51,9.20,3.31,17.35,10.53,2.83,10.18,1.33,1.08,1.25
2023-10-23,231023iias52,CEM II AS 52,58.26,14.69,12.96,4.70,0.91,4.45,22.93,4.49,0.74,2.52,11.57,14.31,2.82,12.90,2.24,1.19,1.00
2023-10-23,231023iias42,CEM II AS 42,49.75,22.94,12.53,5.46,1.01,4.20,22.34,6.30,0.69,2.22,11.40,14.12,2.44,12.43,2.42,1.20,1.08
2023-10-23,231023i52,CEM I 52,58.66,13.88,14.70,3.08,0.73,4.41,25.71,0.35,0.78,2.01,12.66,14.26,2.49,14.60,1.94,1.15,0.86
2023-10-25,231025iibll32,CEM II BLL 32,39.25,19.59,14.24,3.95,0.80,4.35,18.70,0.51,9.20,3.31,17.34,10.62,2.84,10.21,1.33,1.08,1.25
2023-10-25,231025iias42,CEM II AS 42,49.84,23.24,12.40,5.47,1.01,4.22,22.20,6.29,0.69,2.23,11.29,14.22,2.44,12.55,2.42,1.20,1.08
2023-10-25,231025i52,CEM I 52,59.08,13.67,14.57,3.08,0.73,4.45,25.75,0.35,0.79,2.02,12.60,14.34,2.50,14.71,1.95,1.14,0.85
2023-10-25,231025iias52,CEM II AS 52,58.47,14.36,12.89,4.69,0.91,4.44,23.00,4.48,0.74,2.54,11.49,14.39,2.81,12.97,2.24,1.19,1.00
2023-10-25,231025i42,CEM I 42,49.99,22.08,14.27,3.05,0.71,4.63,25.26,0.41,0.81,2.47,12.38,14.58,2.90,14.44,1.90,1.16,0.84
2023-10-27,231027iibll32,CEM II BLL 32,39.40,18.84,14.29,3.94,0.79,4.34,18.75,0.51,9.19,3.31,17.41,10.58,2.82,10.18,1.33,1.08,1.25
2023-10-27,231027iias52,CEM II AS 52,58.65,14.91,12.91,4.69,0.91,4.45,23.08,4.48,0.74,2.53,11.51,14.39,2.81,12.94,2.24,1.19,1.00
2023-10-27,231027i42,CEM I 42,50.15,21.79,14.36,3.04,0.71,4.64,25.25,0.41,0.81,2.45,12.42,14.45,2.91,14.40,1.91,1.16,0.84
2023-10-27,231027i52,CEM I 52,59.24,13.56,14.59,3.08,0.73,4.43,25.66,0.35,0.79,2.01,12.67,14.33,2.50,14.68,1.94,1.14,0.86
2023-10-27,231027iias42,CEM II AS 42,50.13,23.19,12.53,5.45,1.01,4.18,22.25,6.29,0.69,2.23,11.30,14.24,2.45,12.47,2.43,1.19,1.08
2023-10-30,231030iias52,CEM II AS 52,58.71,14.91,13.13,4.69,0.92,4.42,22.99,4.46,0.74,2.50,11.71,14.23,2.80,12.69,2.23,1.19,1.00
2023-10-30,231030iibll32,CEM II BLL 32,39.59,19.39,14.56,3.95,0.80,4.32,18.77,0.51,9.22,3.29,17.53,10.47,2.83,10.07,1.33,1.08,1.25
2023-10-30,231030i42,CEM I 42,51.29,22.00,14.58,3.04,0.72,4.60,25.36,0.41,0.81,2.43,12.61,14.30,2.89,14.19,1.91,1.15,0.85
2023-10-30,231030iias42,CEM II AS 42,50.93,22.74,12.71,5.48,1.02,4.16,22.26,6.28,0.69,2.20,11.52,14.06,2.44,12.27,2.43,1.19,1.08
2023-10-30,231030i52,CEM I 52,60.74,13.54,14.85,3.08,0.74,4.40,25.73,0.35,0.78,1.99,12.84,14.18,2.49,14.43,1.94,1.14,0.86
2023-11-01,231101i52,CEM I 52,61.12,14.41,15.15,3.08,0.75,4.36,25.69,0.35,0.78,1.96,13.17,13.82,2.49,14.09,1.94,1.13,0.86
2023-11-01,231101i42,CEM I 42,52.74,21.95,14.91,3.04,0.73,4.57,25.36,0.41,0.80,2.39,12.93,14.05,2.91,13.85,1.90,1.15,0.85
2023-11-01,231101iibll32,CEM II BLL 32,41.46,18.99,14.78,3.94,0.81,4.29,18.78,0.51,9.19,3.26,17.73,10.28,2.83,9.81,1.33,1.08,1.25
2023-11-01,231101iias42,CEM II AS 42,51.92,22.25,12.96,5.46,1.02,4.12,22.37,6.28,0.68,2.17,11.74,13.82,2.44,11.99,2.42,1.19,1.09
2023-11-01,231101iias52,CEM II AS 52,60.37,14.55,13.42,4.70,0.93,4.38,23.03,4.47,0.73,2.48,11.98,14.00,2.81,12.42,2.24,1.18,1.01
2023-11-03,231103i52,CEM I 52,60.48,14.36,15.10,3.07,0.75,4.36,25.70,0.35,0.78,1.98,13.04,13.97,2.49,14.18,1.94,1.14,0.86
2023-11-03,231103i42,CEM I 42,51.67,22.21,14.72,3.05,0.73,4.58,25.25,0.42,0.80,2.41,12.82,14.16,2.90,13.93,1.90,1.16,0.84
2023-11-03,231103iibll32,CEM II BLL 32,40.51,19.07,14.64,3.94,0.80,4.31,18.78,0.51,9.17,3.27,17.66,10.33,2.82,9.91,1.33,1.08,1.25
2023-11-03,231103iias52,CEM II AS 52,59.89,14.83,0.92,2.48,2.24,4.47,11.89,1.19,13.32,4.70,12.57,0.74,1.00,4.38,2.79,14.11,23.05
2023-11-03,231103iias42,CEM II AS 42,51.16,23.25,12.88,5.47,1.03,4.14,22.41,6.27,0.69,2.19,11.65,13.94,2.43,12.10,2.42,1.19,1.08
2023-11-06,231106iibll32,CEM II BLL 32,41.60,18.64,14.81,3.94,0.84,4.27,18.79,0.51,9.16,3.26,17.76,10.23,2.86,9.75,1.33,1.08,1.25
2023-11-06,231106iias42,CEM II AS 42,51.51,23.69,13.04,5.46,1.03,4.12,22.37,6.27,0.68,2.17,11.83,13.78,2.44,11.94,2.42,1.19,1.09
2023-11-06,231106i52,CEM I 52,61.39,13.95,15.25,3.09,0.75,4.34,25.79,0.35,0.77,1.95,13.24,13.79,2.49,14.02,1.94,1.14,0.86
2023-11-06,231106iias52,CEM II AS 52,59.90,15.20,13.48,4.70,0.93,4.36,23.05,4.46,0.73,2.47,12.02,13.91,2.81,12.33,2.25,1.18,1.01
2023-11-06,231106i42,CEM I 42,52.68,22.14,15.04,3.06,0.74,4.55,25.37,0.41,0.80,2.38,13.03,14.00,2.89,13.81,1.91,1.15,0.85
2023-11-08,231108i52,CEM I 52,61.71,13.72,15.34,3.09,0.75,4.33,25.79,0.35,0.77,1.95,13.24,13.77,2.48,13.98,1.94,1.13,0.86
2023-11-08,231108iias52,CEM II AS 52,61.14,14.50,13.49,4.69,0.94,4.35,23.06,4.47,0.73,2.46,12.04,13.92,2.80,12.31,2.24,1.18,1.01
2023-11-08,231108i42,CEM I 42,53.31,21.68,15.05,3.05,0.74,4.53,25.24,0.41,0.80,2.38,13.01,13.92,2.90,13.67,1.91,1.15,0.85
2023-11-08,231108iias42,CEM II AS 42,52.36,22.89,13.05,5.46,1.03,4.12,22.31,6.24,0.68,2.16,11.83,13.73,2.44,11.90,2.43,1.19,1.09
2023-11-08,231108iibll32,CEM II BLL 32,41.08,18.87,14.73,3.93,0.84,4.27,18.84,0.51,9.20,3.25,17.66,10.16,2.86,9.73,1.33,1.08,1.25
